customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,ARPU,ServiceCount,EngagementScore,ContractRisk,SupportDependency,TenureGroup,Segment,SegmentName
0265-EDXBD,Male,1,1,0,32,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.9,2303.35,1,2396.8,71.9796875,2,0.4193753454947485,2,0,Regular Customer,3,Growing Engaged
4115-BNPJY,Male,0,1,1,29,1,0,DSL,0,0,1,1,1,1,Two year,0,Mailed check,75.55,2054.4,0,2190.95,70.84137931034483,5,0.5326423438363737,0,2,Regular Customer,3,Growing Engaged
3167-SNQPL,Male,1,1,1,38,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,0,Electronic check,101.15,3741.85,0,3843.7000000000003,98.46973684210526,5,0.6592177998894416,2,1,Loyal Customer,3,Growing Engaged
4091-TVOCN,Male,0,0,1,48,1,1,DSL,1,0,1,0,1,1,One year,1,Credit card (automatic),78.75,3682.45,0,3780.0,76.71770833333333,6,0.6728855721393034,1,1,Loyal Customer,3,Growing Engaged
1098-TDVUQ,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.25,19.25,0,19.25,19.25,1,0.049613045881702594,2,0,New Customer,0,Budget Basic
7277-OZCGZ,Female,0,0,0,22,1,0,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,89.05,1886.25,0,1959.1,85.73863636363636,4,0.5033443891652847,2,1,Regular Customer,2,At Risk Newcomers
1557-EMYVT,Female,0,0,0,43,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),115.05,4895.1,0,4947.15,113.83953488372094,8,0.8534687672747374,0,3,Loyal Customer,1,Loyal High Value
2799-ARNLO,Female,1,1,0,5,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,341.6,0,346.75,68.32000000000001,1,0.23430071862907678,2,0,New Customer,2,At Risk Newcomers
7563-BIUPC,Male,0,0,0,5,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.6,415.55,1,403.0,83.11,2,0.31328081813156433,2,0,New Customer,2,At Risk Newcomers
5027-YOCXN,Male,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,0,5612.55,111.49803921568626,7,0.8322553897180763,1,2,Loyal Customer,1,Loyal High Value
3973-SKMLN,Male,0,0,0,71,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.9,1355.1,0,1412.8999999999999,19.085915492957746,1,0.37584300718629077,0,0,Very Loyal Customer,0,Budget Basic
2321-OMBXY,Female,0,1,1,38,1,0,DSL,1,1,0,1,1,1,One year,0,Credit card (automatic),80.3,3058.65,1,3051.4,80.49078947368422,6,0.6317302377003869,1,2,Loyal Customer,3,Growing Engaged
2840-XANRC,Male,1,1,0,24,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,93.15,2231.05,1,2235.6000000000004,92.96041666666667,4,0.5262023217247097,2,1,Regular Customer,3,Growing Engaged
6745-JEFZB,Male,0,1,0,35,1,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Credit card (automatic),91.5,3236.35,0,3202.5,92.46714285714286,4,0.5716556108347154,2,1,Regular Customer,3,Growing Engaged
5020-ZSTTY,Female,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,1,4452.3,80.55740740740741,7,0.7546019900497513,1,2,Loyal Customer,1,Loyal High Value
9880-TDQAC,Female,0,1,1,72,0,0,DSL,0,1,1,1,1,1,Two year,1,Electronic check,60.0,4264.0,0,4320.0,59.22222222222222,5,0.6801409618573797,0,3,Very Loyal Customer,3,Growing Engaged
8705-WZCYL,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.8,44.8,0,44.8,44.8,1,0.1343559977888336,2,0,New Customer,0,Budget Basic
7102-JJVTX,Female,0,1,1,9,1,0,DSL,1,0,0,0,0,0,One year,0,Mailed check,48.6,422.3,0,437.40000000000003,46.922222222222224,2,0.22566334991708126,1,0,New Customer,2,At Risk Newcomers
8626-PTQGE,Male,0,0,0,69,0,0,DSL,1,1,0,1,1,1,Two year,1,Bank transfer (automatic),60.05,4176.7,0,4143.45,60.53188405797101,5,0.6664179104477611,0,2,Very Loyal Customer,3,Growing Engaged
4983-CLMLV,Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,0,5340.400000000001,98.8096153846154,6,0.770840243228303,2,2,Loyal Customer,1,Loyal High Value
5701-YVSVF,Female,1,1,0,11,1,0,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,82.9,880.05,0,911.9000000000001,80.00454545454545,3,0.39035378662244336,2,1,New Customer,2,At Risk Newcomers
5804-LEPIM,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.35,139.05,1,140.7,69.525,1,0.22372857932559423,2,0,New Customer,2,At Risk Newcomers
5697-GOMBF,Female,1,1,1,28,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,35.9,973.65,0,1005.1999999999999,34.77321428571428,1,0.22983692647871753,2,0,Regular Customer,0,Budget Basic
2739-CACDQ,Female,1,0,0,17,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),82.65,1470.05,0,1405.0500000000002,86.4735294117647,3,0.4173023770038696,2,1,Regular Customer,2,At Risk Newcomers
9385-EHGDO,Female,0,1,1,35,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.85,739.35,0,694.75,21.124285714285715,1,0.20901050304035382,0,0,Regular Customer,0,Budget Basic
9498-FIMXL,Female,0,0,0,8,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.2,161.95,0,153.6,20.24375,1,0.08185461580983969,1,0,New Customer,0,Budget Basic
2379-GYFLQ,Male,0,0,0,46,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),94.9,4422.95,0,4365.400000000001,96.15108695652174,5,0.6755251520176894,1,2,Loyal Customer,3,Growing Engaged
0122-OAHPZ,Female,0,0,0,7,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.85,511.25,1,516.9499999999999,73.03571428571429,2,0.3001520176893311,2,0,New Customer,2,At Risk Newcomers
2868-SNELZ,Female,0,0,0,2,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Mailed check,80.6,155.8,1,161.2,77.9,3,0.3410585959093422,2,1,New Customer,2,At Risk Newcomers
4322-RCYMT,Male,0,1,1,68,1,1,DSL,0,1,1,1,0,1,One year,1,Bank transfer (automatic),75.8,5293.95,1,5154.4,77.85220588235293,6,0.7556937534549474,1,3,Very Loyal Customer,1,Loyal High Value
6680-NENYN,Female,0,0,0,43,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Electronic check,104.6,4759.85,1,4497.8,110.69418604651163,6,0.7354754007739083,0,2,Loyal Customer,1,Loyal High Value
2088-IEBAU,Female,0,0,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,88.15,6148.45,0,5994.200000000001,90.41838235294118,8,0.8799889441680486,0,3,Very Loyal Customer,1,Loyal High Value
7982-VCELR,Female,0,0,0,36,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),94.8,3565.65,0,3412.7999999999997,99.04583333333333,4,0.5872305140961857,2,1,Regular Customer,3,Growing Engaged
1343-EHPYB,Male,0,1,0,63,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,103.4,6603.0,1,6514.200000000001,104.80952380952381,6,0.8240878938640134,2,2,Very Loyal Customer,1,Loyal High Value
6035-BXTTY,Female,1,0,0,32,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),54.65,1830.1,0,1748.8,57.190625,3,0.39387783305693747,2,2,Regular Customer,2,At Risk Newcomers
6885-PKOAM,Female,0,1,0,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),85.75,6223.8,0,6088.25,87.65915492957747,8,0.8859176340519624,0,3,Very Loyal Customer,1,Loyal High Value
7520-HQWJU,Female,0,1,1,66,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),67.45,4508.65,0,4451.7,68.31287878787879,5,0.677072968490879,2,2,Very Loyal Customer,3,Growing Engaged
9639-BUJXT,Male,0,0,0,63,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.5,1328.15,0,1291.5,21.081746031746032,1,0.3407960199004975,1,0,Very Loyal Customer,0,Budget Basic
5924-SNGKP,Female,0,0,1,41,1,0,No,0,0,0,0,0,0,One year,1,Credit card (automatic),20.25,865.0,0,830.25,21.097560975609756,1,0.23811498065229408,1,0,Loyal Customer,0,Budget Basic
0021-IKXGC,Female,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,72.1,72.1,0,72.1,72.1,2,0.2665699281370923,2,0,New Customer,2,At Risk Newcomers
2034-GDRCN,Female,0,0,0,2,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.4,168.2,1,180.8,84.1,3,0.37356274184632393,2,0,New Customer,2,At Risk Newcomers
8966-SNIZF,Female,0,1,0,70,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.45,1303.5,0,1361.5,18.62142857142857,1,0.3697208402432283,0,0,Very Loyal Customer,0,Budget Basic
6243-OZGFH,Female,0,0,0,23,0,0,DSL,0,0,0,0,1,1,Month-to-month,1,Electronic check,44.95,996.85,0,1033.8500000000001,43.34130434782609,2,0.27837202874516304,2,0,Regular Customer,0,Budget Basic
4654-DLAMQ,Female,1,1,0,64,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Bank transfer (automatic),97.0,6430.9,0,6208.0,100.4828125,5,0.7658236594803759,1,2,Very Loyal Customer,1,Loyal High Value
0513-RBGPE,Male,0,1,1,37,1,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),62.8,2278.75,0,2323.6,61.58783783783784,5,0.5273908236594803,0,2,Loyal Customer,3,Growing Engaged
5160-UXJED,Male,0,0,1,17,1,0,DSL,0,0,0,0,0,0,One year,0,Mailed check,44.6,681.4,0,758.2,40.08235294117647,1,0.20776672194582643,1,0,Regular Customer,0,Budget Basic
4115-NZRKS,Female,1,0,0,7,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.15,574.35,0,624.0500000000001,82.05,3,0.3925649530127142,2,0,New Customer,2,At Risk Newcomers
0219-YTZUE,Male,0,1,1,4,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,371.9,1,339.2,92.975,4,0.4059148700939746,2,2,New Customer,2,At Risk Newcomers
0623-IIHUG,Female,1,0,0,21,0,0,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,41.9,840.1,1,879.9,40.00476190476191,2,0.25899668325041453,2,0,Regular Customer,0,Budget Basic
4572-DVCGN,Female,0,0,0,10,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),80.25,846.0,1,802.5,84.6,2,0.33526810392482037,2,0,New Customer,2,At Risk Newcomers
3351-NGXYI,Female,1,0,0,16,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,54.1,889.0,0,865.6,55.5625,3,0.31797954671088996,2,0,Regular Customer,2,At Risk Newcomers
8984-EYLLL,Male,0,1,0,64,1,1,Fiber optic,0,1,0,1,1,1,Two year,1,Electronic check,105.25,6823.4,0,6736.0,106.615625,6,0.8348535102266444,0,2,Very Loyal Customer,1,Loyal High Value
9057-MSWCO,Male,1,1,0,27,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Credit card (automatic),30.75,805.1,1,830.25,29.81851851851852,1,0.20812603648424544,2,0,Regular Customer,0,Budget Basic
9833-TGFHX,Male,0,1,1,42,1,1,Fiber optic,1,0,0,0,1,1,One year,0,Electronic check,97.1,4016.75,0,4078.2,95.63690476190476,5,0.6643034825870646,1,0,Loyal Customer,3,Growing Engaged
9294-TDIPC,Male,0,0,1,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,83.75,0,101.0,16.75,1,0.07128247650635709,2,0,New Customer,0,Budget Basic
5229-DTFYB,Female,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Bank transfer (automatic),98.8,3959.15,0,4050.7999999999997,96.56463414634146,5,0.6653123272526257,0,2,Loyal Customer,3,Growing Engaged
0104-PPXDV,Male,0,1,0,58,1,0,DSL,0,0,1,0,0,0,One year,0,Credit card (automatic),50.3,2878.55,0,2917.3999999999996,49.630172413793105,2,0.45815367606412377,1,1,Loyal Customer,3,Growing Engaged
5176-LMJXE,Female,0,0,0,47,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,20.55,945.7,0,965.85,20.121276595744682,1,0.26688778330569374,0,0,Loyal Customer,0,Budget Basic
3583-KRKMD,Male,0,0,0,18,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),75.9,1373.05,0,1366.2,76.28055555555555,2,0.35787728026534,2,1,Regular Customer,2,At Risk Newcomers
1010-DIAUQ,Male,0,0,0,5,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Bank transfer (automatic),96.5,492.55,1,482.5,98.51,4,0.44935046987285787,2,1,New Customer,2,At Risk Newcomers
9069-LGEUL,Male,0,1,0,23,1,0,DSL,1,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),59.95,1406.0,0,1378.8500000000001,61.130434782608695,3,0.36978993919292424,2,0,Regular Customer,2,At Risk Newcomers
7302-ZHMHP,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.15,19.15,0,19.15,19.15,1,0.04928137092316196,2,0,New Customer,0,Budget Basic
9571-EDEBV,Male,0,1,0,71,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),98.65,6962.85,0,7004.150000000001,98.06830985915494,5,0.8037037037037038,1,1,Very Loyal Customer,1,Loyal High Value
3520-FJGCV,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),112.6,8126.65,0,8107.2,112.87013888888889,8,0.9796019900497512,0,3,Very Loyal Customer,1,Loyal High Value
6563-VRERX,Male,0,1,1,33,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.6,690.25,0,679.8000000000001,20.916666666666668,1,0.20223880597014923,1,0,Regular Customer,0,Budget Basic
0259-GBZSH,Male,0,0,0,2,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,85.65,181.5,1,171.3,90.75,3,0.357808181315644,2,0,New Customer,2,At Risk Newcomers
6122-EFVKN,Male,0,0,1,24,0,0,DSL,1,0,0,1,0,0,Two year,0,Mailed check,35.75,830.8,0,858.0,34.61666666666667,2,0.2524875621890547,0,1,Regular Customer,0,Budget Basic
2805-EDJPQ,Female,0,1,1,56,1,1,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),99.75,5608.4,0,5586.0,100.14999999999999,6,0.7795743504698729,1,3,Loyal Customer,1,Loyal High Value
6862-CQUMB,Male,0,0,0,37,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Credit card (automatic),96.1,3646.8,0,3555.7,98.56216216216217,4,0.5961719181868436,2,1,Loyal Customer,3,Growing Engaged
7156-MXBJE,Female,0,0,0,43,1,1,DSL,0,1,1,1,1,1,One year,0,Credit card (automatic),85.1,3662.25,0,3659.2999999999997,85.1686046511628,7,0.7124654505251521,1,3,Loyal Customer,3,Growing Engaged
6158-HDPXZ,Male,0,0,0,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.35,25.35,0,25.35,25.35,0,0.02817855168601437,2,0,New Customer,0,Budget Basic
9601-BRXPO,Female,0,1,0,25,1,1,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),104.95,2566.5,1,2623.75,102.66,6,0.6533029297954672,2,2,Regular Customer,3,Growing Engaged
2863-IMQDR,Female,0,0,0,61,1,1,DSL,1,1,1,1,1,1,Two year,0,Electronic check,89.65,5308.7,0,5468.650000000001,87.02786885245901,8,0.8525566611387507,0,3,Very Loyal Customer,1,Loyal High Value
5686-CMAWK,Male,0,0,0,17,1,1,Fiber optic,0,0,1,1,0,0,One year,0,Electronic check,86.75,1410.25,0,1474.75,82.95588235294117,4,0.4725677169707021,1,2,Regular Customer,2,At Risk Newcomers
5651-CRHKQ,Female,0,1,0,41,1,0,Fiber optic,0,1,1,1,0,0,One year,1,Bank transfer (automatic),86.2,3339.05,0,3534.2000000000003,81.44024390243902,4,0.5818546158098398,1,3,Loyal Customer,3,Growing Engaged
6905-NIQIN,Male,0,0,0,1,1,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,50.65,50.65,1,50.65,50.65,2,0.19542564953012712,2,1,New Customer,2,At Risk Newcomers
8204-YJCLA,Male,1,1,1,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),64.8,4732.35,0,4665.599999999999,65.72708333333334,6,0.7377280265339966,0,3,Very Loyal Customer,1,Loyal High Value
5167-ZFFMM,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90.85,1,90.85,90.85,4,0.41209231619679376,2,1,New Customer,2,At Risk Newcomers
6583-SZVGP,Male,0,0,0,48,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),108.1,5067.45,0,5188.799999999999,105.57187499999999,6,0.7702321724709784,0,2,Loyal Customer,1,Loyal High Value
4895-TMWIR,Male,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,214.75,1,219.45,19.522727272727273,1,0.09823106688778331,2,0,New Customer,0,Budget Basic
0533-BNWKF,Female,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,4874.7,1,4699.75,88.63090909090909,4,0.6441818684355998,2,2,Loyal Customer,3,Growing Engaged
1708-PBBOA,Female,0,0,0,42,0,0,DSL,1,1,1,1,0,1,One year,1,Electronic check,54.75,2348.45,0,2299.5,55.915476190476184,5,0.5238391376451078,1,3,Loyal Customer,3,Growing Engaged
8782-LKFPK,Male,0,0,0,44,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,1,Mailed check,90.4,4063.0,0,3977.6000000000004,92.3409090909091,4,0.6096738529574351,2,1,Loyal Customer,3,Growing Engaged
5522-JBWMO,Male,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.0,44.0,0,44.0,44.0,1,0.13170259812050858,2,0,New Customer,0,Budget Basic
3597-MVHJT,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95.6,2595.25,0,2581.2,96.12037037037037,4,0.5482172470978441,2,0,Regular Customer,3,Growing Engaged
9774-NRNAU,Male,1,1,0,27,1,1,DSL,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),84.8,2309.55,0,2289.6,85.53888888888889,7,0.637396351575456,2,3,Regular Customer,3,Growing Engaged
0224-RLWWD,Female,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.3,89.3,0,88.6,44.65,1,0.1373272526257601,2,0,New Customer,0,Budget Basic
9967-ATRFS,Female,0,0,0,19,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.9,367.55,0,378.09999999999997,19.344736842105263,1,0.13510226644555,2,0,Regular Customer,0,Budget Basic
3951-NJCVI,Female,1,1,0,42,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.05,3944.5,0,3992.1,93.91666666666667,4,0.6158374792703151,2,0,Loyal Customer,3,Growing Engaged
2977-CEBSX,Female,0,0,0,66,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.05,5965.95,0,5943.3,90.39318181818182,8,0.8770315091210613,0,3,Very Loyal Customer,1,Loyal High Value
0177-PXBAT,Male,1,1,0,33,1,1,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Bank transfer (automatic),109.9,3694.7,0,3626.7000000000003,111.96060606060605,7,0.7484245439469319,2,2,Regular Customer,3,Growing Engaged
6599-CEBNN,Female,0,0,0,34,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),73.95,2524.45,1,2514.3,74.24852941176471,2,0.4254836926478718,2,1,Regular Customer,3,Growing Engaged
2519-ERQOJ,Male,1,0,0,33,0,0,DSL,0,0,1,1,1,1,Month-to-month,1,Electronic check,54.6,1803.7,0,1801.8,54.657575757575756,4,0.44000829187396356,2,2,Regular Customer,3,Growing Engaged
5876-QMYLD,Female,0,1,1,23,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.05,415.1,0,461.15000000000003,18.047826086956523,1,0.15411829740187946,1,0,Regular Customer,0,Budget Basic
2277-AXSDC,Female,0,0,0,32,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.75,624.15,0,632.0,19.5046875,1,0.19478993919292428,1,0,Regular Customer,0,Budget Basic
9442-JTWDL,Female,0,0,0,11,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.05,237.7,0,220.55,21.60909090909091,1,0.09856274184632392,1,0,New Customer,0,Budget Basic
0979-PHULV,Male,0,1,1,69,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),99.45,7007.6,1,6862.05,101.55942028985508,5,0.7970978441127695,2,1,Very Loyal Customer,1,Loyal High Value
3067-SVMTC,Female,0,1,0,68,1,0,DSL,1,0,0,1,0,0,One year,0,Bank transfer (automatic),55.9,3848.8,0,3801.2,56.6,3,0.5646904367053621,1,1,Very Loyal Customer,3,Growing Engaged
5495-GPSRW,Male,0,0,0,20,1,0,No,0,0,0,0,0,0,Two year,1,Mailed check,19.7,419.4,0,394.0,20.97,1,0.13906854615809838,0,0,Regular Customer,0,Budget Basic
7606-BPHHN,Male,0,0,0,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),19.8,1468.75,0,1425.6000000000001,20.399305555555557,1,0.3801409618573797,0,0,Very Loyal Customer,0,Budget Basic
4742-DRORA,Male,0,1,1,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1,Bank transfer (automatic),95.4,5812.0,0,5724.0,96.86666666666666,5,0.7419983416252073,1,1,Loyal Customer,1,Loyal High Value
0111-KLBQG,Male,1,1,1,32,1,0,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Mailed check,93.95,2861.45,0,3006.4,89.4203125,4,0.5658927584300718,2,1,Regular Customer,3,Growing Engaged
4800-VHZKI,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,19.9,1,19.9,19.9,1,0.05176893311221669,2,0,New Customer,0,Budget Basic
7989-CHGTL,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.6,19.6,1,19.6,19.6,1,0.050773908236594806,2,0,New Customer,0,Budget Basic
0334-GDDSO,Male,1,0,0,3,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.35,233.7,1,244.04999999999998,77.89999999999999,3,0.3481757877280265,2,1,New Customer,2,At Risk Newcomers
4163-NCJAK,Female,0,1,0,46,1,1,No,0,0,0,0,0,0,One year,1,Bank transfer (automatic),24.45,1066.15,0,1124.7,23.17717391304348,2,0.31686014372581534,1,0,Loyal Customer,0,Budget Basic
5233-AOZUF,Female,0,1,0,29,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.95,2149.05,0,2173.55,74.10517241379311,2,0.4056522940851299,2,0,Regular Customer,2,At Risk Newcomers
5973-EJGDP,Male,0,0,0,51,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,1,Electronic check,87.35,4473.0,0,4454.849999999999,87.70588235294117,5,0.6736318407960198,2,3,Loyal Customer,3,Growing Engaged
1996-DBMUS,Female,1,1,0,48,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),70.65,3545.05,0,3391.2000000000003,73.85520833333334,1,0.43768656716417914,2,0,Loyal Customer,3,Growing Engaged
7916-VCCPB,Female,0,1,1,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),73.25,1195.75,0,1172.0,74.734375,2,0.33982863460475404,2,1,Regular Customer,2,At Risk Newcomers
4686-GEFRM,Male,0,1,0,70,1,1,Fiber optic,0,1,1,1,0,1,Two year,1,Bank transfer (automatic),98.7,6858.9,0,6909.0,97.9842857142857,6,0.840906578220011,0,3,Very Loyal Customer,1,Loyal High Value
5249-QYHEX,Female,0,1,1,40,1,1,No,0,0,0,0,0,0,Two year,1,Mailed check,24.8,1024.7,0,992.0,25.6175,2,0.2902432283029298,0,0,Loyal Customer,0,Budget Basic
0578-SKVMF,Female,0,1,1,22,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,83.3,1845.9,1,1832.6,83.90454545454546,3,0.44260641238253173,2,1,Regular Customer,2,At Risk Newcomers
5564-NEMQO,Female,1,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),75.3,75.3,1,75.3,75.3,2,0.27718352681039243,2,1,New Customer,2,At Risk Newcomers
2233-FAGXV,Female,0,1,1,5,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.3,132.25,0,121.5,26.45,2,0.1265478164731896,2,0,New Customer,0,Budget Basic
5605-IYGFG,Female,0,0,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.85,515.45,0,488.94999999999993,73.63571428571429,1,0.24521835268103923,2,0,New Customer,2,At Risk Newcomers
7663-ZTEGJ,Male,0,0,1,29,1,1,Fiber optic,0,1,1,1,0,1,One year,0,Credit card (automatic),100.55,2830.45,0,2915.95,97.60172413793103,6,0.6572277501381979,1,3,Regular Customer,3,Growing Engaged
3935-TBRZZ,Male,0,1,1,44,1,1,No,0,0,0,0,0,0,One year,0,Mailed check,25.7,1110.5,0,1130.8,25.238636363636363,2,0.31174682144831395,1,0,Loyal Customer,0,Budget Basic
8111-BKVDS,Female,0,0,0,10,0,0,DSL,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),40.7,449.3,0,407.0,44.93,3,0.24575732448866774,2,2,New Customer,2,At Risk Newcomers
2055-SIFSS,Female,1,1,0,55,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),51.65,2838.55,0,2840.75,51.61000000000001,2,0.44874239911553343,2,0,Loyal Customer,3,Growing Engaged
2806-MLNTI,Male,1,1,0,52,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.1,5376.4,0,5465.2,103.39230769230768,6,0.778800442233278,1,2,Loyal Customer,1,Loyal High Value
8734-DKSTZ,Female,0,1,1,10,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Electronic check,85.95,858.6,0,859.5,85.86,3,0.39584024322830286,2,0,New Customer,2,At Risk Newcomers
4360-PNRQB,Male,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),75.6,1395.05,0,1360.8,77.50277777777778,2,0.356882255389718,2,0,Regular Customer,2,At Risk Newcomers
